correct,shoulder,hip,ankle
True,170.5985565185547,101.53775978088379,98.76335144042969
True,169.8973617553711,99.03289985656738,96.36378479003906
True,169.8655548095703,96.6027774810791,94.70116424560547
True,170.13433837890625,96.73213577270508,94.35134887695312
True,170.280517578125,95.16948509216309,93.45109558105469
True,170.1151885986328,93.81090545654297,92.38723754882812
True,170.10752868652344,93.30275344848633,92.21127319335938
True,169.4814224243164,92.61756706237793,91.589599609375
True,169.7004165649414,91.23555183410645,89.84941864013672
True,169.3854217529297,90.7930679321289,89.61253356933594
True,169.0666732788086,89.62642669677734,88.4482421875
True,169.51241302490234,90.64342880249023,89.25169372558594
True,170.2242889404297,88.70863246917725,87.64446258544922
True,169.1494140625,89.00455665588379,88.19434356689453
True,169.49241638183594,87.64932918548584,87.50558471679688
True,169.33177185058594,86.4211015701294,86.78616333007812
True,169.0019302368164,85.06402778625488,85.18118286132812
True,169.06206512451172,84.24164009094238,84.80247497558594
True,169.06275939941406,83.54072093963623,84.31864929199219
True,169.0326156616211,83.22172260284424,84.4169921875
True,169.0113296508789,83.43919563293457,84.85668182373047
True,169.1003875732422,83.79804515838623,85.86275482177734
True,169.39503479003906,84.53226280212402,86.84209442138672
True,170.29071807861328,83.61708641052246,85.71851348876953
True,170.58934020996094,82.88232898712158,85.13551330566406
True,170.48114776611328,82.82286548614502,85.16547393798828
True,170.02924346923828,82.79876899719238,85.34142303466797
True,170.28463745117188,83.97321605682373,86.65483093261719
True,169.84689331054688,85.34009456634521,87.97401428222656
True,169.68572235107422,86.08486652374268,88.61433410644531
True,170.1693878173828,85.46268558502197,88.1592788696289
True,171.134521484375,85.77366828918457,88.18122863769531
True,174.36915588378906,85.32676887512207,87.44767761230469
True,177.55867767333984,85.47540378570557,87.59480285644531
True,177.97622680664062,85.52504920959473,87.80084228515625
True,177.43462371826172,85.5130968093872,87.92744445800781
True,171.22216033935547,86.39554786682129,88.82929229736328
True,161.58440399169922,87.01451015472412,89.73094177246094
True,156.54556274414062,86.16148090362549,89.1471939086914
True,154.84304809570312,86.25662803649902,89.0714340209961
True,151.4184799194336,85.96872901916504,88.80292510986328
True,152.80787658691406,85.23496150970459,88.20073699951172
True,159.84536743164062,85.31220722198486,88.0802993774414
True,157.10504913330078,85.04890251159668,87.80142211914062
True,155.73017120361328,84.53572082519531,87.2544174194336
True,145.0664520263672,86.1529598236084,89.0506820678711
True,142.67562103271484,88.11953353881836,90.90290069580078
True,142.5277862548828,88.27997016906738,91.58350372314453
True,143.17501831054688,87.20956039428711,90.41458892822266
True,144.19802856445312,86.77089500427246,90.08527374267578
True,143.52586364746094,86.90866374969482,90.11952209472656
True,144.64290618896484,87.52942562103271,90.72000122070312
True,144.3237762451172,86.99892139434814,89.43931579589844
True,143.9727325439453,87.12363815307617,89.14531707763672
True,143.9412078857422,86.63696670532227,88.34143829345703
True,143.5205535888672,87.7789134979248,88.6534423828125
True,147.4401626586914,88.57854557037354,89.62614440917969
True,146.2330322265625,89.51854419708252,90.61817169189453
True,148.1250457763672,89.37487602233887,90.40624237060547
True,147.0779571533203,88.28853988647461,89.5020523071289
True,146.57838439941406,88.64262294769287,89.71102905273438
True,147.67648315429688,89.2286205291748,90.60828399658203
True,145.97386932373047,88.35201454162598,90.49549102783203
True,155.62091064453125,87.54466533660889,90.42352294921875
True,171.71497344970703,91.46364974975586,94.2240982055664
True,178.29204559326172,93.28300285339355,95.46214294433594
True,176.67950439453125,95.19219779968262,96.28451538085938
True,179.4316864013672,98.62899398803711,100.12393188476562
True,169.69883728027344,98.14129066467285,99.41407012939453
True,175.82102966308594,98.82500839233398,99.36940002441406
True,178.54061889648438,99.71485328674316,99.57923889160156
True,177.0543212890625,98.53697395324707,100.19168090820312
True,179.61663818359375,98.84176063537598,100.56553649902344
True,179.2398223876953,100.04528427124023,101.35078430175781
True,179.9255828857422,99.95905113220215,101.51420593261719
True,174.85328674316406,99.3578872680664,101.23147583007812
True,175.318603515625,99.42528533935547,101.83412170410156
True,178.58871459960938,98.47492790222168,101.40169525146484
True,176.42054748535156,98.27377891540527,100.93202209472656
True,175.37457275390625,97.86690139770508,100.0972671508789
True,177.51232147216797,98.86960792541504,100.62711334228516
True,178.7880401611328,99.24515724182129,100.49127197265625
True,170.9599151611328,101.2817440032959,101.02567291259766
True,137.938720703125,102.64533996582031,101.2793960571289
True,160.59832763671875,103.53750991821289,103.4613265991211
True,156.4739227294922,104.0623722076416,104.42605590820312
True,162.1345443725586,103.40715789794922,104.5089111328125
True,165.02218627929688,102.79470443725586,104.16120910644531
True,167.23041534423828,103.17338943481445,104.48383331298828
True,161.72793579101562,102.91431045532227,104.47728729248047
True,161.21135711669922,103.74020004272461,105.39479064941406
True,161.11194610595703,103.21109390258789,105.38233947753906
True,172.74251556396484,102.84319496154785,105.09207153320312
True,147.3148651123047,104.29836654663086,105.96400451660156
True,145.26902770996094,104.52140235900879,106.297607421875
True,161.1097640991211,104.26654243469238,106.43609619140625
True,165.98390197753906,103.26492118835449,104.88650512695312
True,165.93234252929688,101.66487121582031,103.24962615966797
True,168.53536987304688,100.4873161315918,101.96537780761719
True,174.30734252929688,98.7540283203125,99.57736206054688
True,173.29925537109375,97.48570442199707,98.46246337890625
True,175.86834716796875,95.68488311767578,96.6264877319336
True,178.53700256347656,93.85638236999512,94.20586395263672
True,163.4697723388672,92.38331031799316,92.36812591552734
True,169.88513946533203,91.47281455993652,92.45887756347656
True,177.92960357666016,91.0051097869873,92.12674713134766
True,173.67749786376953,90.57683563232422,92.11200714111328
True,172.0245361328125,89.6948471069336,91.73899841308594
True,171.55572509765625,89.06611251831055,91.23021697998047
True,171.56342315673828,89.4388256072998,91.39871978759766
True,168.5979461669922,89.55325698852539,91.5826416015625
True,169.03568267822266,89.75610160827637,91.72198486328125
True,171.75799560546875,89.66358757019043,91.67829132080078
